Zeit;Schritt;Modus;Event;Geschwindigkeit;Lautstärke
16:47:31.715;-;-;button_down;-;-
16:47:41.871;-;Hold;button_up;-;-
16:47:46.911;-;-;button_down;-;-
16:48:03.909;-;Hold;button_up;-;-
16:48:09.994;6;Hold;-;0,00;69,95
16:48:10.009;6;Hold;-;0,00;69,95
16:48:10.021;6;Hold;-;0,00;69,95
16:48:10.037;6;Hold;-;0,00;69,95
16:48:10.062;6;Hold;-;0,00;69,95
16:48:10.076;6;Hold;-;0,00;69,95
16:48:10.090;6;Hold;-;0,00;69,95
16:48:10.118;6;Hold;-;0,00;69,95
16:48:10.131;6;Hold;-;0,00;69,95
16:48:10.147;6;Hold;-;0,00;69,95
16:48:10.173;6;Hold;-;0,00;69,95
16:48:10.187;6;Hold;-;0,00;69,95
16:48:10.204;6;Hold;-;0,00;69,95
16:48:10.229;6;Hold;-;0,00;69,95
16:48:10.243;6;Hold;-;0,00;69,95
16:48:10.259;6;Hold;-;0,00;69,95
16:48:10.272;6;Hold;-;0,00;69,95
16:48:10.300;6;Hold;-;0,00;69,95
16:48:10.311;6;Hold;-;0,00;69,95
16:48:10.328;6;Hold;-;0,00;69,95
16:48:10.343;6;Hold;-;0,00;69,95
16:48:10.368;6;Hold;-;0,00;69,95
16:48:10.382;6;Hold;-;0,00;69,95
16:48:10.398;6;Hold;-;0,00;69,95
16:48:10.423;6;Hold;-;0,00;69,95
16:48:10.438;6;Hold;-;0,00;69,95
16:48:10.450;6;Hold;-;0,00;69,95
16:48:10.468;6;Hold;-;0,00;69,95
16:48:10.492;6;Hold;-;0,00;69,95
16:48:10.507;6;Hold;-;0,00;69,95
16:48:10.522;6;Hold;-;0,00;69,95
16:48:10.536;6;Hold;-;0,00;69,95
16:48:10.549;6;Hold;-;0,00;69,95
16:48:10.576;6;Hold;-;0,00;69,95
16:48:10.590;6;Hold;-;0,00;69,95
16:48:10.605;6;Hold;-;0,00;69,95
16:48:10.621;6;Hold;-;0,00;69,95
16:48:10.632;6;Hold;-;0,00;69,95
16:48:10.649;6;Hold;-;0,00;69,95
16:48:10.673;6;Hold;-;0,00;69,95
16:48:10.687;6;Hold;-;0,00;69,95
16:48:10.702;6;Hold;-;0,00;69,95
16:48:10.716;6;Hold;-;0,00;69,95
16:48:10.728;6;Hold;-;0,00;69,95
16:48:10.745;6;Hold;-;0,00;69,95
16:48:10.760;6;Hold;-;0,00;69,95
16:48:10.772;6;Hold;-;0,00;69,95
16:48:10.788;6;Hold;-;0,00;69,95
16:48:10.812;6;Hold;-;0,00;69,95
