Zeit;Schritt;Modus;Event;Geschwindigkeit;Lautstärke
17:41:25.230;-;-;button_down;-;-
17:41:58.115;-;Hold;button_up;-;-
17:42:00.228;-;-;button_down;-;-
17:42:01.186;-;Hold;button_up;-;-
17:42:08.575;6;Hold;-;0,00;67,01
17:42:08.591;6;Hold;-;0,00;67,01
17:42:08.602;6;Hold;-;0,00;67,01
17:42:08.615;6;Hold;-;0,00;67,01
17:42:08.630;6;Hold;-;0,00;67,01
17:42:08.643;6;Hold;-;0,00;67,01
17:42:08.658;6;Hold;-;0,00;67,01
17:42:08.671;6;Hold;-;0,00;67,01
17:42:08.686;6;Hold;-;0,00;67,01
17:42:08.700;6;Hold;-;0,00;67,01
17:42:08.712;6;Hold;-;0,00;67,01
17:42:08.727;6;Hold;-;0,00;67,01
17:42:08.741;6;Hold;-;0,00;67,01
17:42:08.754;6;Hold;-;0,00;67,01
17:42:08.769;6;Hold;-;0,00;67,01
17:42:08.784;6;Hold;-;0,00;67,01
17:42:08.795;6;Hold;-;0,00;67,01
17:42:08.811;6;Hold;-;0,00;67,01
17:42:08.825;6;Hold;-;0,00;67,01
17:42:08.839;6;Hold;-;0,00;67,01
17:42:08.851;6;Hold;-;0,00;67,01
17:42:08.866;6;Hold;-;0,00;67,01
17:42:08.880;6;Hold;-;0,00;67,01
17:42:08.892;6;Hold;-;0,00;67,01
17:42:08.908;6;Hold;-;0,00;67,01
17:42:08.922;6;Hold;-;0,00;67,01
17:42:08.934;6;Hold;-;0,00;67,01
17:42:08.950;6;Hold;-;0,00;67,01
17:42:08.963;6;Hold;-;0,00;67,01
17:42:08.978;6;Hold;-;0,00;67,01
17:42:08.990;6;Hold;-;0,00;67,01
17:42:09.005;6;Hold;-;0,00;67,01
17:42:09.019;6;Hold;-;0,00;67,01
17:42:09.031;6;Hold;-;0,00;67,01
17:42:09.047;6;Hold;-;0,00;67,01
17:42:09.061;6;Hold;-;0,00;67,01
17:42:09.073;6;Hold;-;0,00;67,01
17:42:09.088;6;Hold;-;0,00;67,01
17:42:09.102;6;Hold;-;0,00;67,01
17:42:09.115;6;Hold;-;0,00;67,01
17:42:09.130;6;Hold;-;0,00;67,01
17:42:09.144;6;Hold;-;0,00;67,01
17:42:09.158;6;Hold;-;0,00;67,01
17:42:09.171;6;Hold;-;0,00;67,01
17:42:09.186;6;Hold;-;0,00;67,01
17:42:09.200;6;Hold;-;0,00;67,01
17:42:09.213;6;Hold;-;0,00;67,01
17:42:09.228;6;Hold;-;0,00;67,01
17:42:09.242;6;Hold;-;0,00;67,01
17:42:09.254;6;Hold;-;0,00;67,01
17:42:09.269;6;Hold;-;0,00;67,01
17:42:09.283;6;Hold;-;0,00;67,01
17:42:09.297;6;Hold;-;0,00;67,01
17:42:09.310;6;Hold;-;0,00;67,01
17:42:09.326;6;Hold;-;0,00;67,01
17:42:09.339;6;Hold;-;0,00;67,01
17:42:09.352;6;Hold;-;0,00;67,01
17:42:09.367;6;Hold;-;0,00;67,01
17:42:09.381;6;Hold;-;0,00;67,01
17:42:09.393;6;Hold;-;0,00;67,01
17:42:09.409;6;Hold;-;0,00;67,01
17:42:09.423;6;Hold;-;0,00;67,01
17:42:09.435;6;Hold;-;0,00;67,01
17:42:09.451;6;Hold;-;0,00;67,01
17:42:09.465;6;Hold;-;0,00;67,01
17:42:09.479;6;Hold;-;0,00;67,01
17:42:09.491;6;Hold;-;0,00;67,01
17:42:09.507;6;Hold;-;0,00;67,01
17:42:09.520;6;Hold;-;0,00;67,01
17:42:09.533;6;Hold;-;0,00;67,01
17:42:09.548;6;Hold;-;0,00;67,01
17:42:09.562;6;Hold;-;0,00;67,01
17:42:09.574;6;Hold;-;0,00;67,01
17:42:09.590;6;Hold;-;0,00;67,01
17:42:09.604;6;Hold;-;0,00;67,01
17:42:09.618;6;Hold;-;0,00;67,01
17:42:09.630;6;Hold;-;0,00;67,01
17:42:09.645;6;Hold;-;0,00;67,01
17:42:09.659;6;Hold;-;0,00;67,01
17:42:09.672;6;Hold;-;0,00;67,01
17:42:09.687;6;Hold;-;0,00;67,01
17:42:09.701;6;Hold;-;0,00;67,01
17:42:09.713;6;Hold;-;0,00;67,01
17:42:09.729;6;Hold;-;0,00;67,01
17:42:09.743;6;Hold;-;0,00;67,01
17:42:09.755;6;Hold;-;0,00;67,01
17:42:09.771;6;Hold;-;0,00;67,01
17:42:09.784;6;Hold;-;0,00;67,01
17:42:09.798;6;Hold;-;0,00;67,01
17:42:09.811;6;Hold;-;0,00;67,01
17:42:09.826;6;Hold;-;0,00;67,01
17:42:09.839;6;Hold;-;0,00;67,01
17:42:09.852;6;Hold;-;0,00;67,01
17:42:09.867;6;Hold;-;0,00;67,01
17:42:09.882;6;Hold;-;0,00;67,01
17:42:09.894;6;Hold;-;0,00;67,01
17:42:09.910;6;Hold;-;0,00;67,01
17:42:09.923;6;Hold;-;0,00;67,01
17:42:09.937;6;Hold;-;0,00;67,01
17:42:09.950;6;Hold;-;0,00;67,01
17:42:09.965;6;Hold;-;0,00;67,01
17:42:09.979;6;Hold;-;0,00;67,01
17:42:09.991;6;Hold;-;0,00;67,01
17:42:10.006;6;Hold;-;0,00;67,01
17:42:10.021;6;Hold;-;0,00;67,01
17:42:10.032;6;Hold;-;0,00;67,01
17:42:10.049;6;Hold;-;0,00;67,01
17:42:10.062;6;Hold;-;0,00;67,01
17:42:10.074;6;Hold;-;0,00;67,01
17:42:10.090;6;Hold;-;0,00;67,01
17:42:10.104;6;Hold;-;0,00;67,01
17:42:10.118;6;Hold;-;0,00;67,01
17:42:10.130;6;Hold;-;0,00;67,01
17:42:10.146;6;Hold;-;0,00;67,01
