Zeit;Schritt;Modus;Event;Geschwindigkeit;Lautstärke
16:04:29.348;-;-;button_down;-;-
16:04:36.692;-;-;button_down;-;-
16:04:37.246;-;-;button_down;-;-
16:04:39.385;-;-;button_down;-;-
16:04:45.123;-;-;button_down;-;-
16:04:45.386;-;-;button_down;-;-
16:04:45.664;-;-;button_down;-;-
16:04:50.193;-;-;button_down;-;-
16:04:50.470;-;-;button_down;-;-
16:04:50.735;-;-;button_down;-;-
16:04:51.109;-;-;button_down;-;-
16:04:51.554;-;-;button_down;-;-
16:04:52.386;-;-;button_down;-;-
16:04:52.971;-;-;button_down;-;-
16:04:53.525;-;-;button_down;-;-
16:04:54.123;-;-;button_down;-;-
16:04:54.748;-;-;button_down;-;-
16:04:55.401;-;-;button_down;-;-
16:04:55.998;-;-;button_down;-;-
16:04:56.567;-;-;button_down;-;-
16:04:57.040;-;-;button_down;-;-
16:04:57.428;-;-;button_down;-;-
16:04:57.748;-;-;button_down;-;-
16:04:58.040;-;-;button_down;-;-
16:04:58.345;-;-;button_down;-;-
16:04:58.637;-;-;button_down;-;-
16:04:58.943;-;-;button_down;-;-
16:04:59.263;-;-;button_down;-;-
16:04:59.554;-;-;button_down;-;-
16:04:59.901;-;-;button_down;-;-
16:05:00.235;-;-;button_down;-;-
16:05:00.623;-;-;button_down;-;-
16:05:04.109;-;-;button_down;-;-
16:05:22.344;-;-;button_down;-;-
16:05:22.817;-;-;button_down;-;-
16:05:23.317;-;-;button_down;-;-
16:05:23.609;-;-;button_down;-;-
16:05:23.983;-;-;button_down;-;-
16:05:24.275;-;-;button_down;-;-
16:05:24.914;-;-;button_down;-;-
16:05:26.137;-;-;button_down;-;-
16:05:26.512;-;-;button_down;-;-
16:05:26.762;-;-;button_down;-;-
16:05:27.012;-;-;button_down;-;-
16:05:27.262;-;-;button_down;-;-
16:05:27.553;-;-;button_down;-;-
16:05:27.956;-;-;button_down;-;-
16:05:28.220;-;-;button_down;-;-
16:05:28.456;-;-;button_down;-;-
16:05:28.692;-;-;button_down;-;-
16:05:28.915;-;-;button_down;-;-
16:05:29.137;-;-;button_down;-;-
16:05:29.359;-;-;button_down;-;-
16:05:29.566;-;-;button_down;-;-
16:05:29.789;-;-;button_down;-;-
16:05:30.331;-;-;button_down;-;-
16:05:30.747;-;-;button_down;-;-
16:05:31.025;-;-;button_down;-;-
16:05:31.331;-;-;button_down;-;-
16:05:31.608;-;-;button_down;-;-
16:05:31.873;-;-;button_down;-;-
16:05:32.123;-;-;button_down;-;-
16:05:32.414;-;-;button_down;-;-
16:05:32.664;-;-;button_down;-;-
16:05:32.943;-;-;button_down;-;-
16:05:33.193;-;-;button_down;-;-
16:05:33.442;-;-;button_down;-;-
16:05:33.706;-;-;button_down;-;-
16:05:33.970;-;-;button_down;-;-
16:05:34.220;-;-;button_down;-;-
16:05:34.512;-;-;button_down;-;-
16:05:35.524;-;-;button_down;-;-
16:05:35.762;-;-;button_down;-;-
16:05:36.039;-;-;button_down;-;-
16:05:36.289;-;-;button_down;-;-
16:05:36.581;-;-;button_down;-;-
16:05:48.456;6;Click;-;0,00;56,27
16:05:48.470;6;Click;-;0,00;56,27
16:05:48.482;6;Click;-;0,00;56,27
16:05:48.497;6;Click;-;0,00;56,27
16:05:48.511;6;Click;-;0,00;56,27
16:05:48.523;6;Click;-;0,00;56,27
16:05:48.538;6;Click;-;0,00;56,27
16:05:48.552;6;Click;-;0,00;56,27
16:05:48.565;6;Click;-;0,00;56,27
16:05:48.580;6;Click;-;0,00;56,27
16:05:48.594;6;Click;-;0,00;56,27
16:05:48.607;6;Click;-;0,00;56,27
16:05:48.622;6;Click;-;0,00;56,27
16:05:48.635;6;Click;-;0,00;56,27
16:05:48.650;6;Click;-;0,00;56,27
16:05:48.663;6;Click;-;0,00;56,27
16:05:48.677;6;Click;-;0,00;56,27
16:05:48.691;6;Click;-;0,00;56,27
16:05:48.704;6;Click;-;0,00;56,27
16:05:48.719;6;Click;-;0,00;56,27
16:05:48.733;6;Click;-;0,00;56,27
16:05:48.746;6;Click;-;0,00;56,27
16:05:48.760;6;Click;-;0,00;56,27
16:05:48.775;6;Click;-;0,00;56,27
16:05:48.788;6;Click;-;0,00;56,27
16:05:48.801;6;Click;-;0,00;56,27
16:05:48.816;6;Click;-;0,00;56,27
16:05:48.831;6;Click;-;0,00;56,27
16:05:48.843;6;Click;-;0,00;56,27
16:05:48.858;6;Click;-;0,00;56,27
16:05:48.872;6;Click;-;0,00;56,27
16:05:48.885;6;Click;-;0,00;56,27
16:05:48.899;6;Click;-;0,00;56,27
16:05:48.913;6;Click;-;0,00;56,27
16:05:48.926;6;Click;-;0,00;56,27
16:05:48.941;6;Click;-;0,00;56,27
16:05:48.955;6;Click;-;0,00;56,27
16:05:48.969;6;Click;-;0,00;56,27
16:05:48.982;6;Click;-;0,00;56,27
16:05:48.997;6;Click;-;0,00;56,27
16:05:49.011;6;Click;-;0,00;56,27
16:05:49.024;6;Click;-;0,00;56,27
16:05:49.038;6;Click;-;0,00;56,27
16:05:49.053;6;Click;-;0,00;56,27
16:05:49.066;6;Click;-;0,00;56,27
16:05:49.080;6;Click;-;0,00;56,27
16:05:49.094;6;Click;-;0,00;56,27
16:05:49.107;6;Click;-;0,00;56,27
16:05:49.122;6;Click;-;0,00;56,27
16:05:49.136;6;Click;-;0,00;56,27
16:05:49.150;6;Click;-;0,00;56,27
16:05:49.163;6;Click;-;0,00;56,27
16:05:49.178;6;Click;-;0,00;56,27
16:05:49.191;6;Click;-;0,00;56,27
16:05:49.205;6;Click;-;0,00;56,27
16:05:49.219;6;Click;-;0,00;56,27
16:05:49.233;6;Click;-;0,00;56,27
16:05:49.246;6;Click;-;0,00;56,27
16:05:49.261;6;Click;-;0,00;56,27
16:05:49.275;6;Click;-;0,00;56,27
16:05:49.289;6;Click;-;0,00;56,27
16:05:49.302;6;Click;-;0,00;56,27
