Zeit;Schritt;Modus;Event;Geschwindigkeit;Lautstärke
13:25:19.786;-;-;button_down;-;-
13:25:20.289;-;Hold;button_up;-;-
13:25:24.540;-;-;button_down;-;-
13:25:41.095;-;Hold;button_up;-;-
13:25:42.166;-;-;button_down;-;-
13:25:49.248;-;Hold;button_up;-;-
13:25:49.804;-;-;button_down;-;-
13:25:49.928;-;Hold;button_up;-;-
13:25:54.374;-;-;button_down;-;-
13:25:59.096;-;Hold;button_up;-;-
13:26:02.526;-;-;button_down;-;-
13:26:02.805;-;Hold;button_up;-;-
13:26:05.763;-;-;button_down;-;-
13:26:19.554;-;Hold;button_up;-;-
13:26:28.542;6;Hold;-;0,00;48,08
13:26:28.555;6;Hold;-;0,00;48,08
13:26:28.567;6;Hold;-;0,00;48,08
13:26:28.581;6;Hold;-;0,00;48,08
13:26:28.595;6;Hold;-;0,00;48,08
13:26:28.608;6;Hold;-;0,00;48,08
13:26:28.623;6;Hold;-;0,00;48,08
13:26:28.637;6;Hold;-;0,00;48,08
13:26:28.650;6;Hold;-;0,00;48,08
13:26:28.664;6;Hold;-;0,00;48,08
13:26:28.679;6;Hold;-;0,00;48,08
13:26:28.692;6;Hold;-;0,00;48,08
13:26:28.705;6;Hold;-;0,00;48,08
13:26:28.720;6;Hold;-;0,00;48,08
13:26:28.734;6;Hold;-;0,00;48,08
13:26:28.747;6;Hold;-;0,00;48,08
13:26:28.762;6;Hold;-;0,00;48,08
13:26:28.776;6;Hold;-;0,00;48,08
13:26:28.788;6;Hold;-;0,00;48,08
13:26:28.804;6;Hold;-;0,00;48,08
13:26:28.817;6;Hold;-;0,00;48,08
13:26:28.830;6;Hold;-;0,00;48,08
13:26:28.845;6;Hold;-;0,00;48,08
13:26:28.859;6;Hold;-;0,00;48,08
13:26:28.873;6;Hold;-;0,00;48,08
13:26:28.886;6;Hold;-;0,00;48,08
13:26:28.901;6;Hold;-;0,00;48,08
13:26:28.915;6;Hold;-;0,00;48,08
13:26:28.928;6;Hold;-;0,00;48,08
13:26:28.942;6;Hold;-;0,00;48,08
13:26:28.957;6;Hold;-;0,00;48,08
13:26:28.970;6;Hold;-;0,00;48,08
13:26:28.984;6;Hold;-;0,00;48,08
13:26:28.998;6;Hold;-;0,00;48,08
13:26:29.012;6;Hold;-;0,00;48,08
13:26:29.025;6;Hold;-;0,00;48,08
13:26:29.040;6;Hold;-;0,00;48,08
13:26:29.054;6;Hold;-;0,00;48,08
13:26:29.066;6;Hold;-;0,00;48,08
13:26:29.082;6;Hold;-;0,00;48,08
13:26:29.096;6;Hold;-;0,00;48,08
13:26:29.108;6;Hold;-;0,00;48,08
13:26:29.124;6;Hold;-;0,00;48,08
13:26:29.138;6;Hold;-;0,00;48,08
13:26:29.150;6;Hold;-;0,00;48,08
13:26:29.166;6;Hold;-;0,00;48,08
13:26:29.179;6;Hold;-;0,00;48,08
