Zeit;Schritt;Modus;Event;Geschwindigkeit;Lautstärke
10:09:31.980;-;-;swing_detected;-;-
10:09:46.090;-;-;swing_detected;-;-
10:09:47.509;-;-;swing_detected;-;-
10:09:51.634;-;-;swing_detected;-;-
10:09:52.260;-;-;swing_detected;-;-
10:09:53.080;-;-;swing_detected;-;-
10:09:57.956;-;-;swing_detected;-;-
10:10:02.535;-;-;swing_detected;-;-
10:10:11.078;-;-;swing_detected;-;-
10:10:18.508;-;-;swing_detected;-;-
10:10:19.312;-;-;swing_detected;-;-
10:10:20.065;-;-;swing_detected;-;-
10:10:20.856;-;-;swing_detected;-;-
10:10:21.548;-;-;swing_detected;-;-
10:10:22.358;-;-;swing_detected;-;-
10:10:23.220;-;-;swing_detected;-;-
10:10:24.370;-;-;swing_detected;-;-
10:10:25.063;-;-;swing_detected;-;-
10:10:25.732;-;-;swing_detected;-;-
10:10:26.105;-;-;swing_detected;-;-
10:10:27.090;-;-;swing_detected;-;-
10:10:29.952;-;-;swing_detected;-;-
10:10:30.357;-;-;swing_detected;-;-
10:10:30.775;-;-;swing_detected;-;-
10:10:31.219;-;-;swing_detected;-;-
10:10:31.873;-;-;swing_detected;-;-
10:10:32.775;-;-;swing_detected;-;-
10:10:33.383;-;-;swing_detected;-;-
10:10:34.049;-;-;swing_detected;-;-
10:10:34.842;-;-;swing_detected;-;-
10:10:36.063;-;-;swing_detected;-;-
10:10:36.854;-;-;swing_detected;-;-
10:10:37.536;-;-;swing_detected;-;-
10:10:38.230;-;-;swing_detected;-;-
10:10:38.800;-;-;swing_detected;-;-
10:10:39.367;-;-;swing_detected;-;-
10:10:39.869;-;-;swing_detected;-;-
10:10:40.355;-;-;swing_detected;-;-
10:10:40.803;-;-;swing_detected;-;-
10:10:41.594;-;-;swing_detected;-;-
10:10:42.523;-;-;swing_detected;-;-
10:10:45.465;-;-;swing_detected;-;-
10:10:45.787;-;-;swing_detected;-;-
10:10:46.440;-;-;swing_detected;-;-
10:10:49.605;-;-;swing_detected;-;-
10:10:51.050;-;-;swing_detected;-;-
10:10:53.546;-;-;swing_detected;-;-
10:10:59.284;-;-;swing_detected;-;-
10:10:59.906;-;-;swing_detected;-;-
10:11:00.243;-;-;swing_detected;-;-
10:11:06.315;-;-;swing_detected;-;-
10:11:09.936;-;-;swing_detected;-;-
10:11:10.338;-;-;swing_detected;-;-
10:11:11.988;-;-;swing_detected;-;-
10:11:12.437;-;-;swing_detected;-;-
10:11:12.890;-;-;swing_detected;-;-
10:11:13.354;-;-;swing_detected;-;-
10:11:15.745;-;-;swing_detected;-;-
10:11:16.135;-;-;swing_detected;-;-
10:11:16.621;-;-;swing_detected;-;-
10:11:17.065;-;-;swing_detected;-;-
10:11:17.507;-;-;swing_detected;-;-
10:11:19.913;-;-;swing_detected;-;-
10:11:21.063;-;-;swing_detected;-;-
10:11:21.441;-;-;swing_detected;-;-
10:11:21.938;-;-;swing_detected;-;-
10:11:22.535;-;-;swing_detected;-;-
10:11:22.908;-;-;swing_detected;-;-
10:11:24.327;-;-;swing_detected;-;-
10:11:24.786;-;-;swing_detected;-;-
10:11:25.385;-;-;swing_detected;-;-
10:11:26.496;-;-;swing_detected;-;-
10:11:27.801;-;-;swing_detected;-;-
10:11:28.856;-;-;swing_detected;-;-
10:11:30.622;-;-;swing_detected;-;-
10:11:32.008;-;-;swing_detected;-;-
10:11:32.425;-;-;swing_detected;-;-
10:11:37.271;-;-;swing_detected;-;-
10:11:37.564;-;-;swing_detected;-;-
10:11:37.953;-;-;swing_detected;-;-
10:11:38.909;-;-;swing_detected;-;-
10:11:39.896;-;-;swing_detected;-;-
10:11:40.313;-;-;swing_detected;-;-
10:11:43.204;-;-;swing_detected;-;-
10:11:43.592;-;-;swing_detected;-;-
10:11:43.996;-;-;swing_detected;-;-
10:11:44.408;-;-;swing_detected;-;-
10:11:44.841;-;-;swing_detected;-;-
10:11:45.286;-;-;swing_detected;-;-
10:11:46.189;-;-;swing_detected;-;-
10:11:46.508;-;-;swing_detected;-;-
10:11:46.925;-;-;swing_detected;-;-
10:11:49.229;-;-;swing_detected;-;-
10:11:49.634;-;-;swing_detected;-;-
10:11:50.020;-;-;swing_detected;-;-
10:11:51.996;-;-;swing_detected;-;-
10:11:52.815;-;-;swing_detected;-;-
10:11:53.814;-;-;swing_detected;-;-
10:11:54.466;-;-;swing_detected;-;-
10:11:54.898;-;-;swing_detected;-;-
10:11:55.924;-;-;swing_detected;-;-
10:11:56.341;-;-;swing_detected;-;-
10:11:59.783;-;-;swing_detected;-;-
10:12:00.255;-;-;swing_detected;-;-
10:12:02.454;6;Swing;-;12,39;88,77
10:12:02.464;6;Swing;-;12,17;88,77
10:12:02.478;6;Swing;-;11,96;88,77
10:12:02.492;6;Swing;-;11,59;88,77
10:12:02.505;6;Swing;-;11,38;88,77
10:12:02.522;6;Swing;-;11,18;88,77
10:12:02.535;6;Swing;-;10,96;88,77
10:12:02.548;6;Swing;-;10,74;88,77
10:12:02.565;6;Swing;-;10,54;88,77
10:12:02.578;6;Swing;-;10,31;88,77
10:12:02.593;6;Swing;-;10,08;88,77
10:12:02.605;6;Swing;-;9,89;88,77
10:12:02.630;6;Swing;-;9,67;88,77
10:12:02.646;6;Swing;-;9,46;88,77
10:12:02.660;6;Swing;-;9,11;88,77
10:12:02.674;6;Swing;-;8,88;88,77
10:12:02.687;6;Swing;-;8,67;88,77
10:12:02.703;6;Swing;-;8,45;88,77
10:12:02.718;6;Swing;-;8,24;88,77
10:12:02.732;6;Swing;-;8,01;88,77
10:12:02.744;6;Swing;-;7,80;88,77
10:12:02.769;6;Swing;-;7,59;88,77
10:12:02.783;6;Swing;-;7,38;88,77
10:12:02.798;6;Swing;-;7,04;88,77
10:12:02.812;6;Swing;-;6,82;88,77
10:12:02.825;6;Swing;-;6,60;88,77
10:12:02.840;6;Swing;-;6,40;88,77
10:12:02.854;6;Swing;-;6,18;88,77
10:12:02.868;6;Swing;-;5,97;88,77
10:12:02.884;6;Swing;-;5,76;88,77
10:12:02.897;6;Swing;-;5,53;88,77
10:12:02.913;6;Swing;-;5,31;88,77
10:12:02.935;6;Swing;-;5,11;88,77
10:12:02.949;6;Swing;-;4,88;88,77
10:12:02.965;6;Swing;-;4,55;88,77
10:12:02.979;6;Swing;-;4,33;88,77
10:12:02.993;6;Swing;-;4,11;88,77
10:12:03.006;6;Swing;-;3,90;88,77
10:12:03.022;6;Swing;-;3,68;88,77
10:12:03.037;6;Swing;-;3,47;88,77
10:12:03.049;6;Swing;-;3,25;88,77
10:12:03.065;6;Swing;-;3,03;88,77
10:12:03.088;6;Swing;-;2,82;88,77
10:12:03.103;6;Swing;-;2,61;88,77
10:12:03.118;6;Swing;-;2,26;88,77
10:12:03.132;6;Swing;-;2,04;88,77
10:12:03.146;6;Swing;-;1,82;88,77
10:12:03.161;6;Swing;-;1,61;88,77
10:12:03.176;6;Swing;-;1,38;88,77
10:12:03.190;6;Swing;-;1,17;88,77
